#Complex ac	Recommended name	Aliases for complex	Taxonomy identifier	Identifiers (and stoichiometry) of molecules in complex	Evidence Code	Experimental evidence	Go Annotations	Cross references	Description	Complex properties	Complex assembly	Ligand	Disease	Agonist	Antagonist	Comment	Source	Expanded participant list
CPX-2462	VPS4-VTA1 compex	Vps4-Vta1 ATPase complex	7227	Q9W0B3(0)|Q9Y162(0)	ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion)	-	GO:1990621(ESCRT IV complex)|GO:0036258(multivesicular body assembly)|GO:0043328(protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway)|GO:0090148(membrane fission)|GO:0016887(ATP hydrolysis activity)|GO:0005524(ATP binding)	pubmed:35563080(see-also)|qsproteome:QS119349(identity)|rhea:RHEA:13065(identity)|pubmed:20059450(see-also)|pubmed:25486452(see-also)|flybase:FBgg0000043(identity)|intenz:3.6.4.6(identity)|complex portal:CPX-2462(complex-primary)	The ESCRT machinery, consisting of ESCRT-0 (CPX-2452), -I (CPX-2457/CPX-2460), -II (CPX-2458), -III (CPX-2459) and -IV (VPS4-VTA1 complex, this complex) has been implicated in membrane scission steps, transforming a single, continuous bilayer into two distinct bilayers, either from within the neck of a vesicle budding away from the cytoplasm or from within a membrane tubule, while segregating cargo throughout the process. ESCRT-0 binds to and clusters ubiquitinated cargo for delivery into multivesicular bodies, and recruits clathrin, ubiquitin ligases, and deubiquitinating enzymes. ESCRT-0 recruits ESCRT-I which engages ESCRT-II to nucleate ESCRT-III polymerization. VPS4-VTA1 complex, also known as ESCRT-IV, disassembles ESCRT-III to recycle its subunits. The ESCRT-III complex facilitates changes in membrane architecture by oligomerizing to form spiral, filament-like tubules, accumulation of which is associated with membrane constriction and fission. Disassembly of ESCRT-III by VPS4-VTA1 may be a required step for fission.	-	-	-	-	-	-	-	psi-mi:"MI:0469"(IntAct)	Q9W0B3(0)|Q9Y162(0)
CPX-2465	Exocyst	-	7227	Q7KRZ3(0)|Q9V8K2(0)|Q9VDE6(0)|Q9VNH6(0)|Q9VQQ9(0)|Q9VSJ8(0)|Q9VVG4(0)|Q9XTM1(0)	ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion)	-	GO:0000145(exocyst)|GO:0000281(mitotic cytokinesis)|GO:0005546(phosphatidylinositol-4,5-bisphosphate binding)|GO:0006904(vesicle docking involved in exocytosis)|GO:0090148(membrane fission)|GO:0090522(vesicle tethering involved in exocytosis)	pubmed:22420621(see-also)|pubmed:25453831(see-also)|complex portal:CPX-2465(complex-primary)|flybase:FBgg0000107(identity)	Recruited to sites of active exocytosis and membrane expansion, where it mediates the tethering of secretory vesicles to the plasma membrane in preparation for soluble N-ethylmaleimide-sensitive factor (NSF) attachment protein receptor (SNARE)-mediated membrane fusion. The targeting of secretory vesicles to the plasma membrane involves direct interactions of the Exocyst with PI(4,5)P2. In addition, a number of small GTP-binding proteins interact with components of the exocyst and regulate the assembly, localization, and function of this complex. 	-	-	-	-	-	-	-	psi-mi:"MI:0469"(IntAct)	Q7KRZ3(0)|Q9V8K2(0)|Q9VDE6(0)|Q9VNH6(0)|Q9VQQ9(0)|Q9VSJ8(0)|Q9VVG4(0)|Q9XTM1(0)
CPX-2466	FACT complex	Facilitates chromatin transcription complex	7227	Q05344(0)|Q8IRG6(0)	ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion)	-	GO:0031492(nucleosomal DNA binding)|GO:0035101(FACT complex)|GO:0005634(nucleus)|GO:0034728(nucleosome organization)|GO:0006338(chromatin remodeling)|GO:0005524(ATP binding)	qsproteome:QS115613(identity)|pubmed:19605348(see-also)|flybase:FBgg0000282(identity)|pubmed:14698615(see-also)|pubmed:12815073(see-also)|complex portal:CPX-2466(complex-primary)	An H2A-H2B histone chaperon complex that helps reorganize nucleosomes in an ATP-independent fashion. It is involved in various processes related to chromatin dynamics: DNA replication, DNA damage and repair, transcription initiation and elongation. Binds histone H2A-H2B dimers and possibly small amounts of H3H4. Facilitates RNA Polymerase II driven transcription through chromatin by destabilizing nucleosomal structure so that one of the H2A-H2B dimers is removed upon RNA Pol II passage. Subsequently brings back the histones and thereby maintains nucleosome integrity after RNA Pol II passage.	-	-	-	-	-	-	-	psi-mi:"MI:0469"(IntAct)	Q05344(0)|Q8IRG6(0)
CPX-2510	Adaptor complex AP-1	-	7227	B8A403(0)|O62531(0)|Q24253(0)|Q7KVR8(0)	ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion)	-	GO:0030121(AP-1 adaptor complex)|GO:0016192(vesicle-mediated transport)|GO:0140312(cargo adaptor activity)	qsproteome:QS120425(identity)|pubmed:11598180(see-also)|flybase:FBgg0000145(identity)|complex portal:CPX-2510(complex-primary)	Adaptor complex that orchestrates the formation of membrane coats that mediate cargo selection and vesicle budding, for example by linking clathrin to the membrane surface of trans-Golgi network vesicles. AP-1 is specific for trafficking between the trans-Golgi network and endosomes.	-	-	-	-	-	-	-	psi-mi:"MI:0469"(IntAct)	B8A403(0)|O62531(0)|Q24253(0)|Q7KVR8(0)
CPX-2559	U7 small nuclear ribonucleoprotein complex	-	7227	A1Z802(0)|A1Z8C4(0)|O44437(0)|Q05856(0)|Q24297(0)|Q9VLV5(0)|Q9VXE0(0)|URS000007EB5E_7227(0)	ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion)	-	GO:0005683(U7 snRNP)|GO:0036261(7-methylguanosine cap hypermethylation)|GO:0071045(nuclear histone mRNA catabolic process)	flybase:FBgg0000628(identity)|qsproteome:QS120571(identity)|complex portal:CPX-2559(complex-primary)|pubmed:19620235(see-also)|pubmed:16495235(see-also)|pubmed:24145821(see-also)	Essential role in histone pre-mRNA splicing. The complex forms on binding to a conserved Sm site [consensus AU(4-6)G] found in single-stranded regions of U7 snRNA.U7 snRNA is produced in the nucleus by RNA polymerase II and exported to the cytoplasm, where the Sm proteins bind and promote the hypermethylation of the N7-monomethyl guanosine cap at their 5'-ends, to produce the 2,2,7-trimethyl guanosine cap structure.	-	-	-	-	-	-	PSI-XML 2.5 interaction id 4225	psi-mi:"MI:0469"(IntAct)	A1Z802(0)|A1Z8C4(0)|O44437(0)|Q05856(0)|Q24297(0)|Q9VLV5(0)|Q9VXE0(0)
CPX-2561	VHL-Elongin C-Elongin B E3 ubiquitin ligase complex	Vhl-EloC-EloB complex	7227	O44226(0)|Q7JWD6(0)|Q9V3C1(0)|Q9V9R2(0)|Q9W5E1(0)	ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion)	-	GO:0031462(Cul2-RING ubiquitin ligase complex)|GO:0061630(ubiquitin protein ligase activity)|GO:0032436(positive regulation of proteasomal ubiquitin-dependent protein catabolic process)	intenz:2.3.2.27(identity)|pubmed:25310726(see-also)|flybase:FBgg0001732(identity)|qsproteome:QS190895(identity)|complex portal:CPX-2561(complex-primary)|pubmed:11006129(see-also)	E3 ubiquitin ligase complex which targets the sima/Hif1a (Q24167) transcriptional regulator of the adaptive response to hypoxia for ubiquitination and subsequent degradation.	-	-	-	-	-	-	-	psi-mi:"MI:0469"(IntAct)	O44226(0)|Q7JWD6(0)|Q9V3C1(0)|Q9V9R2(0)|Q9W5E1(0)
CPX-2562	WASH complex	WASH-C complex	7227	A1ZBW7(0)|Q7JW27(0)|Q9VLT8(0)|Q9VUY8(0)|Q9VXH9(0)	ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion)	-	GO:0071203(WASH complex)|GO:0034315(regulation of Arp2/3 complex-mediated actin nucleation)|GO:0016197(endosomal transport)|GO:0031901(early endosome membrane)	pubmed:20498093(see-also)|qsproteome:QS190979(identity)|complex portal:CPX-2562(complex-primary)|flybase:FBgg0000508(identity)|pubmed:20714399(see-also)	Acts as a nucleation-promoting factor to stimulate the Arp2/3 complex (CPX-2739) to mediate actin polymerisation and create patches of actin filaments on early endosomes that may be involved in the production and/or scission of endosomal tubules. The complex is required for the trafficking of specific proteins as actin filaments also mediate myosin-driven short-range movement of proteins within endosomal compartments.	-	-	-	-	-	-	-	psi-mi:"MI:0469"(IntAct)	A1ZBW7(0)|Q7JW27(0)|Q9VLT8(0)|Q9VUY8(0)|Q9VXH9(0)
CPX-2563	Wnt enhanceosome complex	-	7227	A0A0B4KGW6(0)|P18824(0)|Q7KVG9(0)|Q8IMA8(0)|Q961D9(0)|Q9V9W8(0)	ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion)	-	GO:0034206(enhanceosome)|GO:0060070(canonical Wnt signaling pathway)|GO:0045944(positive regulation of transcription by RNA polymerase II)|GO:0061629(RNA polymerase II-specific DNA-binding transcription factor binding)|GO:0005634(nucleus)	pubmed:28296634(see-also)|pubmed:24183574(see-also)|pubmed:26312500(see-also)|flybase:FBgg0000895(identity)|complex portal:CPX-2563(complex-primary)|wwpdb:3ZPV(subset)|pubmed:32759724(see-also)	Forms in the nucleus to drive Wnt-dependent gene transcription.. Activation of the canonical Wnt signaling pathway leads to beta-catenin/arm accumulation in the nucleus, incorporation into the enhanceosome and the stimulation of transcription. The Wnt response of this complex is conferred by Pygo, which facilitates loading of arm via an adaptor, lgs, thereby promoting transcriptional activation. In the absence of arm, Wnt-responsive genes are silenced by the repressor gro (P16371) binding to the enhanceosome.	-	-	-	-	-	-	-	psi-mi:"MI:0469"(IntAct)	A0A0B4KGW6(0)|P18824(0)|Q7KVG9(0)|Q8IMA8(0)|Q961D9(0)|Q9V9W8(0)
CPX-2568	Nuclear pore complex	-	7227	A0A0B4K7J2(0)|A0A0B4K859(0)|A1YK02(0)|A1Z6H7(0)|A1Z8P9(0)|Q7JXF5(0)|Q7K0D8(0)|Q7K2X8(0)|Q8IQV9(0)|Q9GYU8(0)|Q9V3J4(0)|Q9V463(0)|Q9V466(0)|Q9V4W1(0)|Q9V6B9(0)|Q9VBU8(0)|Q9VCG4(0)|Q9VCH5(0)|Q9VCW3(0)|Q9VDV3(0)|Q9VE85(0)|Q9VFE7(0)|Q9VKJ3(0)|Q9VWE6(0)|Q9VWS2(0)|Q9VXE6(0)|Q9W1X4(0)|Q9W2E7(0)|Q9W351(0)|Q9XZ06(0)	ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion)	-	GO:0005635(nuclear envelope)|GO:0005643(nuclear pore)|GO:0006913(nucleocytoplasmic transport)	pubmed:35563762(see-also)|flybase:FBgg0000146(identity)|complex portal:CPX-2568(complex-primary)|pubmed:22718353(see-also)|pubmed:26341556(see-also)	The nuclear pore complex (NPC) is a large assembly embedded in the nuclear envelope of eukaryotic cells. The NPC exclusively mediates all transport between cytoplasm and nucleus.	The nuclear pore complex has a hollow cylindrical shape with eight-fold rotational symmetry along the axis perpendicular to the nuclear envelope. The central channel of the pore has a diameter of ~60 nm diameter. The nucleoporin proteins (NUPs) assemble into several sub-complexes that form higher-order structures called spokes. Eight spokes assemble into larger modules: coaxial outer and inner rings form a symmetric core scaffold, which is connected to a membrane ring, a nuclear basket and cytoplasmic RNA export complexes. The scaffold surrounds a central channel that is formed in part by multiple intrinsically disordered Phe-Gly (FG) repeat motifs that extend from nucleoporins termed FG NUPs. These FG motifs mediate selective nucleocytoplasmic transport through specific interactions with nuclear transport factors, which carry their cognate macromolecular cargoes. There are a total of 32 repeating NUP107 subcomplexes (also known as Y subcomplex) consisting of 10 subunits, NUP37, NUP43, NUP85, NUP96, NUP107, NUP133, NUP160, SEC13, SEH1 and ELYS. They are arranged in four rings of 8 subcomplexes, 2 rings each making up the main components of the nuclear and cytoplasmic rings (NR, CR). Within each CR and NR, there are 2 rings of 8, the inner and outer rings. NRs and CRs have an inner diameter of ~84 nm. The inner ring complex (IRC) consists of NUP35, NUP93, NUP155, NUP188 and NUP205. 32 repeated units are arranged in a head-to-tail fashion into two horizontally stacked rings on each side of the NPC, thereby forming a structure composed of four overlapping rings. The trimeric NUP54-NUP58-NUP62 complex is anchored to the IRC via NUP93. The inner ring harbours the central transport channel and diffusion barrier of the NPC, preventing macromolecules larger than ~40 kDa from freely diffusing across the nuclear envelope. NUP358/RBP2, subcomplex NUP62-NUP88-NUP214, Aladin, NUP98, NUP42/CG1, GLE1 and RAE1 localize to the cytoplasmic side and contribute to the cytoplasmic filaments, whereas NUP50, NUP153 and TPR localize to the nuclear side and form the nuclear basket. Nup98 and RAE1 may occur on the cytoplasmic and nuclear side while NUP62 may occur on the cytoplasmic side and the inner channel. Subcomplex NUP62-NUP88-NUP214 also binds the IRC. NDC1, NUP210 and POM121 are transmembrane NUPs while TMEM33 (P57088) is a putative transmembrane NUP. 	-	-	-	-	-	-	psi-mi:"MI:0469"(IntAct)	A0A0B4K7J2(0)|A0A0B4K859(0)|A1YK02(0)|A1Z6H7(0)|A1Z8P9(0)|Q7JXF5(0)|Q7K0D8(0)|Q7K2X8(0)|Q8IQV9(0)|Q9GYU8(0)|Q9V3J4(0)|Q9V463(0)|Q9V466(0)|Q9V4W1(0)|Q9V6B9(0)|Q9VBU8(0)|Q9VCG4(0)|Q9VCH5(0)|Q9VCW3(0)|Q9VDV3(0)|Q9VE85(0)|Q9VFE7(0)|Q9VKJ3(0)|Q9VWE6(0)|Q9VWS2(0)|Q9VXE6(0)|Q9W1X4(0)|Q9W2E7(0)|Q9W351(0)|Q9XZ06(0)
CPX-2577	Polycomb repressive deubiquitinase complex	Calypso-ASX compllex|PR-DUB complex	7227	Q7K5N4(2)|Q9V727(2)	ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion)	-	GO:0035517(PR-DUB complex)|GO:0004843(cysteine-type deubiquitinase activity)|GO:0000785(chromatin)|GO:0045944(positive regulation of transcription by RNA polymerase II)|GO:0003682(chromatin binding)	qsproteome:QS119399(identity)|complex portal:CPX-2577(complex-primary)|wwpdb:6HGC(identity)|pubmed:30258054(see-also)|pubmed:20436459(see-also)|pubmed:28778878(see-also)|intenz:3.4.19.12(identity)|wwpdb:6CGA(identity)|flybase:FBgg0000276(identity)	Removes ubiquitin from lysine-119 of Histone 2A (P84051) resulting in the deprepression of developmental genes. Hydrolyses ester, thioester, amide, peptide and isopeptide bonds formed by the C-terminal Gly of ubiquitin in a thiol-dependent manner.	In each of the two copies of the Calypso-ASX compllex ,the globular Calypso catalytic ubiquitin C-terminal hydrolase domain is linked to the C-terminal UCH37-like domain region by a coiled-coil hairpin. The deubiquitinase adaptor domain of ASX packs at the hinge between the coiled-coil and UCH37-like domain helix of Calypso, pointing the UCH37-like domain away from the active site.	Heterotetramer	-	-	-	-	-	psi-mi:"MI:0469"(IntAct)	Q7K5N4(2)|Q9V727(2)
CPX-2578	Polycomb repressive complex 1, Psc variant	-	7227	P26017(0)|P35820(0)|P39769(0)|Q9VB08(0)|Q9W523(0)	ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion)	-	GO:0045892(negative regulation of DNA-templated transcription)|GO:0140862(histone ubiquitin ligase activity (H2A-K119 specific))|GO:0035102(PRC1 complex)|GO:0031507(heterochromatin formation)|GO:0000785(chromatin)	flybase:FBgg0000273(identity)|pubmed:28778878(see-also)|complex portal:CPX-2578(complex-primary)|intenz:2.3.2.27(identity)	E3 ubiquitin-protein ligase that acts as a transcriptional repressor by mediating the monoubiquitination of Lys-119 of histone H2A (P84051), compacting chromatin, stalling RNA polymerase II and transcriptionally silencing genes critical for development.	-	-	-	-	-	-	-	psi-mi:"MI:0469"(IntAct)	P26017(0)|P35820(0)|P39769(0)|Q9VB08(0)|Q9W523(0)
CPX-2589	Actin-related protein 2/3 complex, Arpc3B variant	Arp 2/3 complex	7227	O97182(0)|P32392(0)|P45888(0)|Q9VIM5(0)|Q9VMH2(0)|Q9VQD8(0)|Q9VX82(0)	ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion)	-	GO:0003779(actin binding)|GO:0005524(ATP binding)|GO:0005885(Arp2/3 protein complex)|GO:0015629(actin cytoskeleton)|GO:0034314(Arp2/3 complex-mediated actin nucleation)	pubmed:14757065(see-also)|qsproteome:QS122347(identity)|complex portal:CPX-2589(complex-primary)|pubmed:11854308(see-also)	Assembles branched actin networks capable of generating protrusive force and resisting mechanical deformation by stimulating new filament growth from the side of existing actin filaments associated with regions of the plasma membrane. Purified Arp2/3 complex is inactive but stimulates rapid actin polymerization in the presence of activator proteins, the most potent type being the VCA (Verprolin, cofilin, acidic) domain-containing Wiskott-Aldrich syndrome protein (WASP) family members. The Arp2/3 complex appears to bind VCA and an existing actin filament in a cooperative manner. Upon activation, Arp2 and Arp3 move into the side-by-side arrangement of consecutive actin subunits along the short pitch helical axis of an actin filament, mimicking a filamentous actin dimer and creating a template for new filament assembly. The process appears to be ATP-dependent. 	-	-	-	-	-	-	-	psi-mi:"MI:0469"(IntAct)	O97182(0)|P32392(0)|P45888(0)|Q9VIM5(0)|Q9VMH2(0)|Q9VQD8(0)|Q9VX82(0)
CPX-2590	Polycomb repressive complex 1, Su(Z)2 variant	-	7227	P25172(0)|P26017(0)|P39769(0)|Q9VB08(0)|Q9W523(0)	ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion)	-	GO:0140862(histone ubiquitin ligase activity (H2A-K119 specific))|GO:0000785(chromatin)|GO:0006357(regulation of transcription by RNA polymerase II)|GO:0031507(heterochromatin formation)|GO:0035102(PRC1 complex)	pubmed:18981224(see-also)|flybase:FBgg0000280(identity)|complex portal:CPX-2590(complex-primary)|pubmed:28778878(see-also)|intenz:2.3.2.27(identity)	E3 ubiquitin-protein ligase that acts as a transcriptional repressor by mediating the monoubiquitination of Lys-119 of histone H2A (P84051), compacting chromatin, stalling RNA polymerase II and transcriptionally silencing genes critical for development.	-	-	-	-	-	-	-	psi-mi:"MI:0469"(IntAct)	P25172(0)|P26017(0)|P39769(0)|Q9VB08(0)|Q9W523(0)
CPX-2591	Polycomb repressive complex 2, Pcl variant	PRC2.1 complex|ESC/E(Z) complex	7227	P42124(0)|Q24338(0)|Q24459(0)|Q24572(0)|Q9NJG9(0)	ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion)	-	GO:0046974(histone methyltransferase activity (H3-K9 specific))|GO:0046976(histone methyltransferase activity (H3-K27 specific))|GO:0035098(ESC/E(Z) complex)|GO:0031507(heterochromatin formation)|GO:0000122(negative regulation of transcription by RNA polymerase II)	rhea:RHEA:60292(identity)|pubmed:35193659(see-also)|pubmed:28778878(see-also)|qsproteome:QS194285(identity)|complex portal:CPX-2591(complex-primary)|intenz:2.1.1.356(identity)	Histone-lysine N-methyltransferase which trimethylates Lys-10 (H3K9me3) and Lys-28 on histone H3 (H3K27me3) leading to transcriptional silencing of genes critical for development.	-	-	-	-	-	-	-	psi-mi:"MI:0469"(IntAct)	P42124(0)|Q24338(0)|Q24459(0)|Q24572(0)|Q9NJG9(0)
CPX-2595	Nuclear exosome	-	7227	Q29QQ9(0)|Q8IPX7(0)|Q8T4A9(0)|Q9VC93(0)|Q9VFF3(0)|Q9VGZ2(0)|Q9VK19(0)|Q9VKJ4(0)|Q9VW53(0)|Q9W1M9(0)	ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion)	-	GO:0000175(3'-5'-exoribonuclease activity)|GO:0000178(exosome (RNase complex))|GO:0003727(single-stranded RNA binding)|GO:0005634(nucleus)|GO:0006401(RNA catabolic process)	flybase:FBgg0000597(identity)|pubmed:26389589(see-also)|pubmed:20185544(see-also)|qsproteome:QS189411(identity)|complex portal:CPX-2595(complex-primary)|intenz:3.1.13(identity)|intenz:3.1.26(identity)	3' to 5' exo- and endoribonuclease complex that is involved in RNA maturation and degradation which include the removal of unstable and aberrant transcripts and may also regulate the levels of specific transcripts in response to environmental factors. Restricted to processing linear and circular single-stranded RNAs only. RNAs with complex secondary structures, particularly at the 3' end of the molecule, may have to be unwound or pre-processed by cofactors prior to entering the complex. Although some RNAs may be targeted directly to the catalytic subunits, the majority of substrates enter the barrel-like structure of the exosome through a pore at the centre of the cap and are threaded through the central channel in a 3' to 5' orientation. The ribonuclease activity of the catalytic subunits facilitates the degradation process. Two different exosomes exist in yeast, one found in the nucleus and nucleolus (this complex), the other form is lacking the RRP6 subunit and is found in the cytosol (CPX-603). The nuclear/nucleolar RNA exosome is involved in a) proper maturation of most RNA species such as intron-removal from pre-mRNAs and tRNA precursors and rRNA, snRNA, snoRNA, lncRNA and enhancer RNA processing, especially the removal of their 3-prime ends, b) the elimination of RNA processing by-products and non-coding, cryptic transcripts, such as upstream antisense RNA species (uaRNA), enhancer RNAs (eRNAs), heterochromatin-forming repetitive elements (ribosomal DNA repeats and centromeres) and long non-coding RNAs, c) the elimination of mRNAs with processing defects and mRNAs that fail to undergo proper splicing or 3′ end formation and d) gene expression either by mRNA processing or coordination of intron retention leading to regulation of decay of otherwise intact mRNAs. Nuclear exosome activity therefore limits or excludes export of target RNAs to the cytoplasm. Possibly also involved in the degradation of mRNAs with defects in their co-transcriptional packaging into ribonucleoprotein particles (mRNPs), retention of aberrant transcripts on the chromatin and transcription termination or DNA damage repair processes. 	The RNA exosome contains a catalytically inactive but evolutionarily conserved core complex of 9 subunits (Exo-9). This barrel-shaped Exo-9 is formed by a hexameric ring of RNase PH domain-containing subunits and a peripheral cap consisting of S1 domain-containing components CSL4, RRP4 and RRP40 located on the top of the ring structure. Exo-9 has no exoribonuclease activity but facilitates the binding and presentation of RNA for ribonucleolysis and serves as a scaffold for the association with the catalytic subunits. Full ribonuclease activity is only achieved when DIS3 (RRP44) and RRP6 bind to the base of Exo-9 and to its cap-side, respectively. 	-	-	-	-	-	-	psi-mi:"MI:0469"(IntAct)	Q29QQ9(0)|Q8IPX7(0)|Q8T4A9(0)|Q9VC93(0)|Q9VFF3(0)|Q9VGZ2(0)|Q9VK19(0)|Q9VKJ4(0)|Q9VW53(0)|Q9W1M9(0)
CPX-2596	Cytoplasmic exosome	-	7227	Q29QQ9(0)|Q8IPX7(0)|Q8T4A9(0)|Q9VC93(0)|Q9VGZ2(0)|Q9VK19(0)|Q9VKJ4(0)|Q9VW53(0)|Q9W1M9(0)	ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion)	-	GO:0000175(3'-5'-exoribonuclease activity)|GO:0000178(exosome (RNase complex))|GO:0003727(single-stranded RNA binding)|GO:0005634(nucleus)|GO:0006401(RNA catabolic process)	qsproteome:QS190959(identity)|complex portal:CPX-2596(complex-primary)|pubmed:20185544(see-also)|intenz:3.1.26(identity)|intenz:3.1.13(identity)|pubmed:26389589(see-also)	3' to 5' exo- and endoribonuclease complex that is involved in RNA maturation and degradation which include the removal of unstable and aberrant transcripts and may also regulate the levels of specific transcripts in response to environmental factors. Restricted to processing linear and circular single-stranded RNAs only. RNAs with complex secondary structures, particularly at the 3' end of the molecule, may have to be unwound or pre-processed by co-factors prior to entering the complex. Although some RNAs may be targeted directly to the catalytic subunits, the majority of substrates enter the barrel-like structure of the exosome through a pore at the centre of the cap and are threaded through the central channel in a 3' to 5' orientation. The ribonuclease activity of the catalytic subunits facilitates the degradation process. Two different exosomes exist in yeast, one found in the nucleus and nucleolus (this complex), the other form is lacking the RRP6 subunit and is found in the cytosol (CPX-603). The nuclear/nucleolar RNA exosome is involved in a) proper maturation of most RNA species such as intron-removal from pre-mRNAs and tRNA precursors and rRNA, snRNA, snoRNA, lncRNA and enhancer RNA processing, especially the removal of their 3-prime ends, b) the elimination of RNA processing by-products and non-coding, cryptic transcripts, such as upstream antisense RNA species (uaRNA), enhancer RNAs (eRNAs), heterochromatin-forming repetitive elements (ribosomal DNA repeats and centromeres) and long non-coding RNAs, c) the elimination of mRNAs with processing defects and mRNAs that fail to undergo proper splicing or 3′ end formation and d) gene expression either by mRNA processing or coordination of intron retention leading to regulation of decay of otherwise intact mRNAs. Nuclear exosome activity therefore limits or excludes export of target RNAs to the cytoplasm. Possibly also involved in the degradation of mRNAs with defects in their co-transcriptional packaging into ribonucleoprotein particles (mRNPs), retention of aberrant transcripts on the chromatin and transcription termination or DNA damage repair processes. 	The RNA exosome contains a catalytically inactive but evolutionarily conserved core complex of 9 subunits (Exo-9). This barrel-shaped Exo-9 is formed by a hexameric ring of RNase PH domain-containing subunits and a peripheral cap consisting of S1 domain-containing components CSL4, RRP4 and RRP40 located on the top of the ring structure. Exo-9 has no exoribonuclease activity but facilitates the binding and presentation of RNA for ribonucleolysis and serves as a scaffold for the association with the catalytic subunits. Full ribonuclease activity is only achieved when DIS3 (RRP44) and RRP6 (missing in the cytoplasmic variant) bind to the base of Exo-9 and to its cap-side, respectively. 	-	-	-	-	-	PSI-XML 2.5 interaction id 4662	psi-mi:"MI:0469"(IntAct)	Q29QQ9(0)|Q8IPX7(0)|Q8T4A9(0)|Q9VC93(0)|Q9VGZ2(0)|Q9VK19(0)|Q9VKJ4(0)|Q9VW53(0)|Q9W1M9(0)
CPX-2602	DNA-directed RNA polymerase I complex	RNAPI complex	7227	CHEBI:29105(0)|P20028(0)|P91875(0)|Q24320(0)|Q6IGE3(0)|Q7JZF5(0)|Q9VC49(0)|Q9VD81(0)|Q9VE94(0)|Q9VIZ0(0)|Q9VM72(0)|Q9VMX3(0)|Q9VNZ3(0)	ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion)	-	GO:0001163(RNA polymerase I transcription regulatory region sequence-specific DNA binding)|GO:0005634(nucleus)|GO:0005736(RNA polymerase I complex)|GO:0006361(transcription initiation at RNA polymerase I promoter)|GO:0006362(transcription elongation by RNA polymerase I)|GO:0019843(rRNA binding)|GO:0042790(nucleolar large rRNA transcription by RNA polymerase I)|GO:0003899(DNA-directed RNA polymerase activity)	flybase:FBgg0001647(identity)|rhea:RHEA:21248(identity)|intenz:2.7.7.6(identity)|qsproteome:QS120209(identity)|complex portal:CPX-2602(complex-primary)|pubmed:33274328(see-also)	Catalyzes the transcription of ribosomal RNA from a DNA template by acting as a nucleotidyl transferase that polymerizes ribonucleotides at the 3' end of an RNA transcript synthesizing precursors of rRNAs. 	-	-	-	-	-	-	-	psi-mi:"MI:0469"(IntAct)	P20028(0)|P91875(0)|Q24320(0)|Q6IGE3(0)|Q7JZF5(0)|Q9VC49(0)|Q9VD81(0)|Q9VE94(0)|Q9VIZ0(0)|Q9VM72(0)|Q9VMX3(0)|Q9VNZ3(0)
CPX-2603	Polycomb repressive complex 2, Jarid2-jing variant	ESC/E(Z) complex|PRC2.2 complex	7227	P42124(0)|Q24338(0)|Q24572(0)|Q7KHG2(0)|Q9NJG9(0)|Q9VT00(0)	ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion)	-	GO:0031507(heterochromatin formation)|GO:0035098(ESC/E(Z) complex)|GO:0046974(histone methyltransferase activity (H3-K9 specific))|GO:0046976(histone methyltransferase activity (H3-K27 specific))|GO:0000122(negative regulation of transcription by RNA polymerase II)	pubmed:35193659(see-also)|complex portal:CPX-2603(complex-primary)|intenz:2.1.1.356(identity)|rhea:RHEA:60292(identity)|pubmed:28778878(see-also)	Histone-lysine N-methyltransferase which trimethylates Lys-10 (H3K9me3) and Lys-28 on histone H3 (H3K27me3) leading to transcriptional silencing of genes critical for development.	-	-	-	-	-	-	-	psi-mi:"MI:0469"(IntAct)	P42124(0)|Q24338(0)|Q24572(0)|Q7KHG2(0)|Q9NJG9(0)|Q9VT00(0)
