#Complex ac	Recommended name	Aliases for complex	Taxonomy identifier	Identifiers (and stoichiometry) of molecules in complex	Evidence Code	Experimental evidence	Go Annotations	Cross references	Description	Complex properties	Complex assembly	Ligand	Disease	Agonist	Antagonist	Comment	Source	Expanded participant list
CPX-3382	Anaphase-promoting complex	APC/C|Anaphase Promoting Complex|APC|Cyclosome	6239	G4RT11(0)|G5EG38(0)|H2L2B8(0)|O01902(0)|O18191(0)|P34441(0)|P34514(0)|Q09410(0)|Q17883(0)|Q19294(0)|Q20052(0)|Q93903(0)|Q95Q00(0)|Q9N593(0)	ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion)	-	GO:0031145(anaphase-promoting complex-dependent catabolic process)|GO:0051445(regulation of meiotic cell cycle)|GO:0007346(regulation of mitotic cell cycle)|GO:0004842(ubiquitin-protein transferase activity)|GO:0005680(anaphase-promoting complex)	pubmed:21775471(see-also)|intenz:6.3.2.19(identity)|complex portal:CPX-3382(complex-primary)|pubmed:11134076(see-also)|pubmed:24321454(see-also)|pubmed:17869113(see-also)|pubmed:11861581(see-also)	APC, a key regulator of cell cycle progression, is a conserved E3 ubiqutin ligase which facilitates multiubiqutination of cell cycle proteins, including cyclins, so marking them for proteasomal destruction. Generally believed that APC acts as a scaffold that brings E2 enzymes and substrates into close proximity. APC activity is required for metaphase-anaphase transition, mitotic exit, G1 phase and DNA replication. Acts by mediating the ubiquitination and subsequent degradation of target proteins. Has a developmental role in early embryogenesis and the metaphase to anaphase transition in oocyte and spermatocyte meiosis and mitosis in germ cells. Required for embryonic anterior-posterior axis formation. Involved in regulating GABA neurotransmitter release at neuromuscular junctions in GABA motor neurons. In particular, targets the inactive phosphatase egg-3, a component of the Egg-3/4/5 MBK-2 complex (CPX-3381), which is involved in oocyte-to-zygote transition, for degradation by the proteasome during meiotic divisions.	-	-	-	-	-	-	-	psi-mi:"MI:0486"(UniProt)	G4RT11(0)|G5EG38(0)|H2L2B8(0)|O01902(0)|O18191(0)|P34441(0)|P34514(0)|Q09410(0)|Q17883(0)|Q19294(0)|Q20052(0)|Q93903(0)|Q95Q00(0)|Q9N593(0)
CPX-3383	CBC-fem-1 Ubiquitin Ligase complex	Cul2-RING ubiquitin ligase complex	6239	CHEBI:29105(0)|CPX-3385(0)|G5ECR7(0)|Q17390(0)|Q23457(0)|Q9BKS1(0)	ECO:0000353(physical interaction evidence used in manual assertion)	intact:EBI-1998090	GO:0061659(ubiquitin-like protein ligase activity)|GO:0031462(Cul2-RING ubiquitin ligase complex)|GO:0030238(male sex determination)	complex portal:CPX-3383(complex-primary)|qsproteome:QS134052(identity)|pubmed:8824590(see-also)|intenz:2.3.2.-(identity)|pubmed:17609115(see-also)	Member of the CBC (Cullin-2-Elongin-B-Elongin-C) E3 ubiquitin ligase family. Complexes within this family mediate the ubiquitination and subsequent proteasomal degradation of target proteins involved in cell cycle progression, signal transduction, transcription and transcription-coupled nucleotide excision repair. The substrate recognition subunit binds substrates, positioning them for ubiquitination by ubiquitin-conjugating enzymes (E2s) that bind to the complex through the E3 ubiquitin ligase rbx-1 (Q23457). The complex plays a role in sex-determination, specifically regulating male sexual development. Promotes the proteasomal-mediated degradation of tra-1 (P34708), a transcription repressor of male-specific genes. 	CUL2 complexes consist of a rigid scaffold formed by CUL2, the Rbx1/Roc1 RING finger subunit that binds the C-terminus of CUL2; the adaptor protein Elongin C, which is bound to the N-terminus of CUL2 and to the ubiquitin-like protein Elongin B; and a variable substrate recognition subunit that binds to Elongin C. FEM-1 functions as the substrate recognition subunit in this complex with FEM-2 and FEM-3 acting as cofactors that assemble with the complex and promote efficient ubiquitination.	-	-	-	-	-	-	psi-mi:"MI:0486"(UniProt)	G5ECR7(0)|P17221(0)|P34691(0)|P49594(0)|Q17390(0)|Q23457(0)|Q9BKS1(0)
CPX-3385	Fem-2 phosphatase complex	Fem complex|Fem-1-fem-2-fem-3 complex|Ca(2+)/calmodulin-dependent protein kinase phosphatase complex	6239	CHEBI:18420(0)|P17221(0)|P34691(0)|P49594(0)	ECO:0000353(physical interaction evidence used in manual assertion)	intact:EBI-1998492	GO:0033192(calmodulin-dependent protein phosphatase activity)|GO:0008287(protein serine/threonine phosphatase complex)|GO:0007530(sex determination)|GO:0005516(calmodulin binding)	qsproteome:QS134051(identity)|intenz:3.1.3.16(identity)|pubmed:23760267(see-also)|pubmed:8824590(see-also)|complex portal:CPX-3385(complex-primary)	Ca(2+)/Calmodulin-dependent protein phosphatase complex that mediates the degradation of target proteins. Required for sex determination, specifically male sexual development. Promotes the degradation of tra-1 (P34708), a transcriptional repressor of male-specific genes.	-	-	-	-	-	-	-	psi-mi:"MI:0486"(UniProt)	P17221(0)|P34691(0)|P49594(0)
CPX-3386	COP9 signalosome complex	COP9/signalosome|CSN complex	6239	CHEBI:29105(0)|O01422(0)|P91001(0)|Q94261(0)|Q95PZ0(0)|Q9GS00(0)|Q9N359(0)|Q9N425(0)	ECO:0000353(physical interaction evidence used in manual assertion)	-	GO:0008180(COP9 signalosome)|GO:0060184(cell cycle switching)|GO:1905879(regulation of oogenesis)|GO:0005634(nucleus)|GO:0005737(cytoplasm)	qsproteome:QS134047(identity)|pubmed:12781129(see-also)|complex portal:CPX-3386(complex-primary)	Essential regulator of the ubiquitin (Ubl) conjugation pathway by mediating the deneddylation of the cullin subunits of SCF-type E3 ligase complexes. This leads to decreased Ubl ligase activity of SCF-type complexes. Mediates the deneddylation of the cullin cul-3 (Q17391), which leads to the targeting of mei-3/katanin (P34808) for degradation at the meiosis to mitosis transition. Plays an essential role in embryogenesis and oogenesis and is required to regulate microtubule stability in the early embryo. The complex localises to the cytoplasm during mitosis, and to the nucleus during interphase of early embryos.	-	-	-	-	-	-	-	psi-mi:"MI:0486"(UniProt)	O01422(0)|P91001(0)|Q94261(0)|Q95PZ0(0)|Q9GS00(0)|Q9N359(0)|Q9N425(0)
CPX-3388	Synaptonemal complex	-	6239	G5EBG0(0)|G5EGS8(0)|O01820(0)|O44741(0)|O62238(0)|O76388(0)|Q20305(0)|Q95XC8(0)|Q9N3E8(0)|Q9N5K3(0)	ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion)	-	GO:0045132(meiotic chromosome segregation)|GO:0005694(chromosome)|GO:0007129(synapsis)|GO:0000795(synaptonemal complex)|GO:0007131(reciprocal meiotic recombination)	qsproteome:QS117645(identity)|complex portal:CPX-3388(complex-primary)|pubmed:29521627(see-also)|pubmed:31431470(see-also)|pubmed:28045371(see-also)|pubmed:32211900(see-also)|pubmed:32211899(see-also)	Liquid crystalline structure that forms a large scaffold connecting homologous chromosomes from end to end during meiotic prophase I. Required for stabilising chromosome pairing and alignment, and for crossover events and chiasmata formation between homologous chromosome pairs. Once assembly of the complex has been initiated, the ZHP heterodimers zhp-1-zhp-2 (CPX-5801) and zhp-3-zhp-4 (CPX-5802) are recruited to the complex to promote the accumulation of pro-crossover factors at a single recombination intermediate to drive accurate chromosome segregation.	Assembles into a mobile planar liquid crystalline structure during early meiotic prophase. Consists of two lateral elements (one along each homologue) that assemble between sister chromatids and a central region with transverse filaments that connect the paired chromosomes. The central region comprises transverse filaments and central elements. Transverse filaments connect the lateral elements to the central element. Transverse filaments are organised with their N-termini located in the middle of the central region and the C-termini facing the chromosome axes. The central element proteins overlap with the N-termini of the transverse filament proteins, stabilizing the complex. The lateral elements are composed of him-3, htp-1, htp-2 and htp-3. The central region proteins syp-1, syp-2, syp-3, syp-4 syp-5 and syp-6 localise between the lateral elements, and are interdependent for complex localisation and stability. syp-5 and syp-6 transverse the width of the complex.	-	-	-	-	-	-	psi-mi:"MI:0486"(UniProt)	G5EBG0(0)|G5EGS8(0)|O01820(0)|O44741(0)|O62238(0)|O76388(0)|Q20305(0)|Q95XC8(0)|Q9N3E8(0)|Q9N5K3(0)
CPX-3401	Interleukin-17-like receptor complex	ilcr-1-ilcr-2 receptor complex	6239	Q10128(0)|Q9NA64(0)	ECO:0000353(physical interaction evidence used in manual assertion)	intact:EBI-16878241	GO:0030368(interleukin-17 receptor activity)|GO:0097400(interleukin-17-mediated signaling pathway)|GO:0098797(plasma membrane protein complex)|GO:0050893(sensory processing)	qsproteome:QS114871(identity)|complex portal:CPX-3401(complex-primary)|pubmed:28099418(see-also)	Interleukin-17 (IL-17) related receptor complex, which upon activation acts as a modulator of neuronal activity. Binding of the ligand ilc-17.1 (Q22687) to the receptor complex triggers a signalling cascade that increases neuronal activity in RGM interneurons in response to input from oxygen-sensing neurons, and leads to increased animal movement and aggregation behaviour. Actl-1 (Q18008) may function as an adaptor for the complex to allow for further downstream signalling.	-	-	-	-	-	-	-	psi-mi:"MI:0486"(UniProt)	Q10128(0)|Q9NA64(0)
CPX-3461	Chromosomal passenger complex	Aurora kinase complex|Aurora B kinase complex|CPC|ABI	6239	CHEBI:29105(0)|G5EE37(0)|G5EFA2(0)|O01427(0)|O45952(0)	ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion)	-	GO:0015630(microtubule cytoskeleton)|GO:0000281(mitotic cytokinesis)|GO:0000278(mitotic cell cycle)|GO:0051256(mitotic spindle midzone assembly)|GO:0090267(positive regulation of mitotic cell cycle spindle assembly checkpoint)|GO:1901970(positive regulation of mitotic sister chromatid separation)|GO:0004674(protein serine/threonine kinase activity)|GO:0008017(microtubule binding)|GO:0043515(kinetochore binding)|GO:0032133(chromosome passenger complex)	qsproteome:QS134048(identity)|complex portal:CPX-3461(complex-primary)|intenz:2.7.11.1(identity)|pubmed:12707312(see-also)	Serine/threonine kinase complex which ensures chromosome bi-orientation on the mitotic spindle during metaphase by phosphorylating multiple kinetochore components. It destabilizes monopolar attachments by phosphorylating key proteins at the kinetophore. The opposing Chromosomal Passenger complex and gsp-1 (Q27497) activities ensure that chromosomes achieve a bipolar attachment to the spindle. Monopolar attachments do not produce tension across sister kinetochores (and the complex may act by sensing this absence of tension). The Chromosome passenger complex is conserved from yeast to man and is an essential regulator of diverse aspects of mitosis that ensure faithful chromosome segregation. The complex undergoes changes in its localization throughout mitosis: in early mitosis it presumably localizes to chromosome arms while later in metaphase it is found at the centromere. At anaphase onset it re-localizes to mitotic spindle microtubules accumulating in the midbody in late anaphase where it promotes spindle disassembly and cytokinesis. It also plays a role in contractile ring formation and regulation of abscission in cytokinesis. air-2 (O01427), bir-1 (G5EFA2), and icp-1 (G5EE37) require csc-1 (O45952) to localize to meiotic chromatin, mitotic chromosomes and the spindle mid zone in meiosis and mitosis. In turn, bir-1 (G5EFA2), csc-1 (O45952) and icp-1 (G5EE37) localization to chromosomes is mutually interdependent.	The interaction between bir-1 (G5EFA2) and csc-1 (O45952) required bound Zn(2+).	-	-	-	-	-	-	psi-mi:"MI:0486"(UniProt)	G5EE37(0)|G5EFA2(0)|O01427(0)|O45952(0)
CPX-3463	Central spindlin complex	-	6239	Q8MQ03(2)|Q9XUS9(2)	ECO:0000353(physical interaction evidence used in manual assertion)	intact:EBI-16154303	GO:0008017(microtubule binding)|GO:0051255(spindle midzone assembly)|GO:0005819(spindle)|GO:0097149(centralspindlin complex)|GO:1903562(microtubule bundle formation involved in mitotic spindle midzone assembly)	qsproteome:QS115315(identity)|pubmed:11782313(see-also)|pubmed:15854913(see-also)|pubmed:19056985(see-also)|complex portal:CPX-3463(complex-primary)|pubmed:34588311(see-also)|wwpdb:7eqc(identity)	Microtubule-dependent and Rho-mediated signaling complex. Plays a key role in the formation of the central spindle (a set of microtubule bundles that forms between the separating chromosomes) during late anaphase and contractile ring formation during cytokinesis. During anaphase, activates and targets the guanine nucleotide exchange factor (GEF) ect-2 (Q9U364) to the central spindle, where it can activate the guanosine triphosphatase (GTPase) Rho family member rho-1 (Q22038). rho-1 signalling is controlled by the central spindle. The complex promotes the formation of microtubule bundles acting cooperatively with several other protein complexes to bundle antiparallel microtubules during anaphase. Localization at the central spindle requires the Chromosome passenger complex (CPX-3461). Furthermore, the complex is directly phosphorylated by the Chromosome passenger complex. Phosphorylation of the complex regulates its activity during cytokinesis. The complex may also stimulate rho-1 activation at the cell membrane, which in turn orchestrates contractile ring assembly and constriction during cytokinesis.	Molecular weight is ~300kDa. The centralspindlin backbone undergoes liquid-liquid phase separation. The condensation of centralspindlin requires two patches of basic residues from ZEN-4 and multiple acidic residues at the intrinsically disordered region of CYK-4 These complementary charged residues are critical for the microtubule bundling activity of centralspindlin and for the assembly of the central spindle.	Heterotetramer.	-	-	-	-	-	psi-mi:"MI:0486"(UniProt)	Q8MQ03(2)|Q9XUS9(2)
CPX-3482	Eukaryotic translation initiation factor 4E-Mxt complex	-	6239	O61955(0)|Q9XW13(0)	ECO:0000353(physical interaction evidence used in manual assertion)	intact:EBI-343889	GO:0070992(translation initiation complex)|GO:0000340(RNA 7-methylguanosine cap binding)|GO:0006413(translational initiation)|GO:0003743(translation initiation factor activity)	qsproteome:QS114901(identity)|pubmed:26294658(see-also)|complex portal:CPX-3482(complex-primary)|wwpdb:5aby(identity)	Plays a role in translation initiation. The 4E-BP protein mxt-1 competes with eIF4G/ifg-1 (Q7JMF0) for binding to eIF4E/ife-3 when this protein is bound to the 7-methylguanosine-containing 5-prime cap of messenger RNAs. However, in contrast to other 4E-BPs, formation of this complex appears to promote cap-dependent translation initiation. 	The canonical and non-canonical motifs of mxt-1 adopt an alpha-helical conformation upon binding to the dorsal and lateral surfaces of ife-3, respectively, forming a bipartite binding interface.	-	-	-	-	-	-	psi-mi:"MI:0486"(UniProt)	O61955(0)|Q9XW13(0)
CPX-3521	myrf-1-myrf-2 complex	-	6239	D9PTN5(0)|G5EFI7(0)	ECO:0000353(physical interaction evidence used in manual assertion)	intact:EBI-20561636	GO:0005634(nucleus)|GO:0003700(DNA binding transcription factor activity)|GO:0005667(transcription factor complex)|GO:0005783(endoplasmic reticulum)|GO:0051963(regulation of synapse assembly)|GO:1904799(regulation of neuron remodeling)|GO:0003677(DNA binding)	qsproteome:QS117655(identity)|complex portal:CPX-3521(complex-primary)|pubmed:28441531(see-also)|intenz:3.4.-.-(identity)	Plays a role in the synaptic rewiring of the GABAergic motor neurons (known as dorsal D (DD) neurons) during the early stages of larval development. The complex forms between full length proteins, both of which are subsequently processed in the endoplasmic reticulum and undergo serine-483-dependent auto-cleavage through the intramolecular chaperone auto-processing domain (IPR030392). This results in the translocation of the N-termini complex to the nucleus where it binds to DNA to regulate synaptic rewiring. The C-termini are retained in the endoplasmic reticulum. Synaptic rewiring occurs during the L1 stage and is completed by the late L2 stage of larval development. Early in larval development, DD neurons form new processes onto dorsal muscles whilst the existing ventral synapses are disassembled. At the same time, new ventral motor neurons are generated and are incorporated into the motor circuitry.	Hetero-oligomer.	-	-	-	-	-	-	psi-mi:"MI:0486"(UniProt)	D9PTN5(0)|G5EFI7(0)
CPX-3523	Glycogen synthase-glycogenin complex	GS-GN|GYG-GYS complex|CeGS-CeGN complex	6239	H2KYQ5(4)|Q9U2D9(4)	ECO:0000353(physical interaction evidence used in manual assertion)	intact:EBI-2418496	GO:0005737(cytoplasm)|GO:0016757(transferase activity, transferring glycosyl groups)|GO:0005978(glycogen biosynthetic process)|GO:0004373(glycogen (starch) synthase activity)	qsproteome:QS114859(identity)|intenz:2.4.1.11(identity)|complex portal:CPX-3523(complex-primary)|pubmed:24982189(see-also)|wwpdb:4qlb(identity)|pubmed:33996916(see-also)	Glycogen synthase complex which extends the oligosaccharide chain formed by homodimeric glycogenin (gyg-1) glycosyltransferase. gyg-1 initiates glucose polymerization by catalyzing the formation of a short alpha (1,4)-glucosyl chain which it covalently attaches via auto-glucosylation to form a glucose 1-O-tyrosyl linkage to Tyr-194 This primer glucose chain of 8-12 residues is then further elongated by the GYG-GYS complex, successive adding alpha-1,4-linked glucose residues to the nonreducing end of the polysaccharide chain, using UDP-glucose as the sugar donor with the release of UDP after which, gyg-1 and gsy-1 dissociate. 	gsy-1 forms a dimer of dimers with two major interfaces, both a a tetrameric and a dimeric regulatory interface. A molecule of GYG1 binds to each corner of the gsy-1 homotetramer. The activity of gsy-1 is regulated posttranslationally by two mechanisms: activation by the effector Glucose-6-phosphate and inhibition by reversible phosphorylation at its N and C termini. Phosphorylations of specific residues are sensed by different arginine clusters, locking the gsy-11 tetramer in an inhibited state via intersubunit interactions. Glucose-6-phosphate promotes a conformational change by disrupting these interactions and increases the flexibility of gsy-1, which then becomes catalytically competent when the sugar donor UDP-glucose binds.	Heterooctamer	-	-	-	-	-	psi-mi:"MI:0486"(UniProt)	H2KYQ5(4)|Q9U2D9(4)
CPX-3721	PCNA homotrimer	Proliferating Cell Nuclear Antigen complex|PCNA|Proliferating Cell Nuclear Antigen	6239	O02115(3)	ECO:0000353(physical interaction evidence used in manual assertion)	-	GO:0030337(DNA polymerase processivity factor activity)|GO:0045740(positive regulation of DNA replication)|GO:0005634(nucleus)|GO:0043626(PCNA complex)|GO:0045739(positive regulation of DNA repair)|GO:0003677(DNA binding)|GO:0003682(chromatin binding)|GO:0003684(damaged DNA binding)	qsproteome:QS114849(identity)|pubmed:15210332(see-also)|complex portal:CPX-3721(complex-primary)	Role in DNA replication, repair, cell-cycle control, and chromatin remodeling. Exists as a double back-to-back homotrimeric ring which encircles double-stranded DNA and slides spontaneously across it. Loaded onto at template-primer junctions synthesized on unwound DNA during S phase in an ATP-dependent process by replication factor C , where it recruits replicative DNA polymerases and stimulates their activity. The process of chromatin assembly is tightly coupled to DNA replication or repair and the double homotrimer allows DNA polymerase delta to binds to one homotrimer whilst the chromatin assembly factor-1 CNOT7 (Q17345) binds to the other.	The homotrimer weighs approximately 100kDa, the double homotrimer 200kDa. The inner cavity of the protein ring has a diameter of about 30 A. The inner surface of the ring has a positive electrostatic potential with as many as 10 positively charged amino acids per subunit protruding from alpha helices inward into the central cavity.	Homotrimer	-	-	-	-	-	psi-mi:"MI:0486"(UniProt)	O02115(3)
CPX-3823	epg-6-atg-2 complex	-	6239	Q21480(0)|Q86MP3(0)	ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion)	-	GO:0035091(phosphatidylinositol binding)|GO:0000045(autophagosome assembly)|GO:0005737(cytoplasm)|GO:0016236(macroautophagy)	qsproteome:QS134407(identity)|pubmed:21802374(see-also)|complex portal:CPX-3823(complex-primary)	Essential for autophagy, a catabolic process that sequesters undesired cellular material into autophagosomes for delivery to lysosomes for degradation. Functions at a late step of autophagosome formation where it regulates the distribution of autophagy proteins such as atg-9 (Q3T903) and atg-13 (P34379). Within the complex itself, epg-6 binds to phosphatidylinositols on early autophagic structures to promote autophagosome formation. In particular, epg-6 binds with high affinity to phosphatidylinositols including phosphatidylinositol 3-phosphate (PtdIns(3)P) and phosphatidylinositol 5-phosphate (PtdIns(5)P), but more weakly to phosphatidylinositol 4-phosphate (PtdIns(4)P) and phosphatidylinositol 3,5-biphosphate (PtdIns(3,5)P2).	-	-	-	-	-	-	-	psi-mi:"MI:0486"(UniProt)	Q21480(0)|Q86MP3(0)
CPX-3863	atg-5-atg-12-atg-16.1-atg-16.2 complex	-	6239	Q09406(0)|Q10931(0)|Q19124(0)|Q3V5I7(0)	ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion)	-	GO:0006914(autophagy)|GO:0005737(cytoplasm)|GO:0016236(macroautophagy)|GO:0000045(autophagosome assembly)|GO:0034045(phagophore assembly site membrane)|GO:0034274(Atg12-Atg5-Atg16 complex)	qsproteome:QS115319(identity)|complex portal:CPX-3863(complex-primary)|pubmed:24185444(see-also)	 Essential for autophagy during nutrient deprivation, a catabolic process that sequesters undesired cellular material into autophagosomes for delivery to lysosomes for degradation. May promote autophagosome formation. Functions as an E3-like enzyme in the lgg-1 (Q09490) conjugation system. The atg-5-atg-12-atg-16.1 (CPX-3865), atg-5-atg-12-atg-16.2 (CPX-3866) and atg-5-atg-12-atg-16.1-atg-16.2 (CPX-3863) complexes target the autophagic membrane via the atg-5-atg-16.1 and/or atg-5-atg-16.2 complex moieties and then recruits an atg-3:lgg-1 thioester intermediate via the interaction between atg-3 (Q9N369) and atg-12/lgg-3 (Q10931). The ATG12-ATG5 complex (CPX-3864) conjugate facilitates the transfer reaction of lgg-1 from atg-3 to phosphatidylethanolamine (PE) through a reorganization of the catalytic centre of the E2-like enzyme atg-3. The C-terminal glycine of lgg-1 is then conjugated to the amine moiety of PE. The roles of atg-16.1 (Q19124) and atg-16.2 (Q09406), which have no E3-like activity appears to be to target the ATG12-ATG5 conjugate to the autophagic membranes. lgg-1-PE/ATG12-ATG5 complexes form homogeneous oligomers, comprising two to four subunits. Atg-16.1 and/or atg-16.2 may then act to reorganize lgg-1-PE/ATG12-ATG5 oligomers to form a continuous, flat protein layer with meshwork-like architecture on membranes. 	-	-	-	-	-	-	-	psi-mi:"MI:0486"(UniProt)	Q09406(0)|Q10931(0)|Q19124(0)|Q3V5I7(0)
CPX-3864	ATG12-ATG5 complex	atg-5-atg-12 complex	6239	Q10931(0)|Q3V5I7(0)	ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion)	-	GO:0019776(Atg8 ligase activity)|GO:0016236(macroautophagy)|GO:1990234(transferase complex)|GO:0000045(autophagosome assembly)|GO:0005829(cytosol)	qsproteome:QS116433(identity)|complex portal:CPX-3864(complex-primary)	Essential for autophagy during nutrient deprivation, a catabolic process that sequesters undesired cellular material into autophagosomes for delivery to lysosomes for degradation. Contributes to nutrition homeostasis and damage control in eukaryotic cells. Acts as an E3-like ligase dependent on ATP and two enzymes, atg-7 (G5EBK4) as an E1-like activating enzyme and atg-10 (Q18991) as an E2-like conjugating enzyme. Required for lipidation of lgg-1 (Q09490), for example by phosphatidylethanolamine, and associates to the vesicle membranes once bound to atg-16.1 (Q19124) in the atg-5-atg-12-atg-16.1 complex (CPX-3865), atg-16.2 (Q09406) in the atg-5-atg-12-atg-16.2 complex (CPX-3866), and atg-16.1/atg-16.2 in the complex atg-5-atg-12-atg-16.1-atg-16.2 complex (CPX-3863).	-	-	-	-	-	-	-	psi-mi:"MI:0486"(UniProt)	Q10931(0)|Q3V5I7(0)
CPX-3865	atg-5-atg-12-atg-16.1 complex	-	6239	Q10931(0)|Q19124(0)|Q3V5I7(0)	ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion)	-	GO:0016236(macroautophagy)|GO:0034045(phagophore assembly site membrane)|GO:0034274(Atg12-Atg5-Atg16 complex)|GO:0000045(autophagosome assembly)	qsproteome:QS119005(identity)|complex portal:CPX-3865(complex-primary)|pubmed:24185444(see-also)	Essential for autophagy during nutrient deprivation, a catabolic process that sequesters undesired cellular material into autophagosomes for delivery to lysosomes for degradation. May promote autophagosome formation. Functions as an E3-like enzyme in the lgg-1 (Q09490) conjugation system. The atg-5-atg-12-atg-16.1 (CPX-3865), atg-5-atg-12-atg-16.2 (CPX-3866) and atg-5-atg-12-atg-16.1-atg-16.2 (CPX-3863) complexes target the autophagic membrane via the atg-5-atg-16.1 and/or atg-5-atg-16.2 complex moieties and then recruits an atg-3:lgg-1 thioester intermediate via the interaction between atg-3 (Q9N369) and atg-12/lgg-3 (Q10931). The ATG12-ATG5 complex (CPX-3864) conjugate facilitates the transfer reaction of lgg-1 (Q09490) from atg-3 to phosphatidylethanolamine (PE) through a reorganization of the catalytic centre of the E2-like enzyme atg-3 (Q9N369). The C-terminal glycine of lgg-1is then conjugated to the amine moiety of PE. The roles of atg-16.1 (Q19124) and atg-16.2 (Q09406), which have no E3-like activity appears to be to target the ATG12-ATG5 conjugate to the autophagic membranes. lgg-1-PE/ATG12-ATG5 complexes form homogeneous oligomers, comprising two to four subunits. Atg-16.1 and/or atg-16.2 may then act to reorganize lgg-1-PE/ATG12-ATG5 oligomers to form a continuous, flat protein layer with meshwork-like architecture on membranes. 	-	-	-	-	-	-	-	psi-mi:"MI:0486"(UniProt)	Q10931(0)|Q19124(0)|Q3V5I7(0)
CPX-3866	atg-5-atg-12-atg-16.2 complex	-	6239	Q09406(0)|Q10931(0)|Q3V5I7(0)	ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion)	-	GO:0034045(phagophore assembly site membrane)|GO:0016236(macroautophagy)|GO:0034274(Atg12-Atg5-Atg16 complex)|GO:0000045(autophagosome assembly)	qsproteome:QS134039(identity)|complex portal:CPX-3866(complex-primary)|pubmed:24185444(see-also)	Essential for autophagy during nutrient deprivation, a catabolic process that sequesters undesired cellular material into autophagosomes for delivery to lysosomes for degradation. Promotes autophagosome formation playing a role in the recruitment of lipidated lgg-1 (Q09490) to the autophagosome membrane. Also required for the nucleation of lgg-1 positive autophagosomes. Essential for autophagy during nutrient deprivation, a catabolic process that sequesters undesired cellular material into autophagosomes for delivery to lysosomes for degradation. May promote autophagosome formation. Specifically, functions as an E3-like enzyme in the lgg-1 conjugation system. The atg-5-atg-12-atg-16.1 (CPX-3865), atg-5-atg-12-atg-16.2 (CPX-3866) and atg-5-atg-12-atg-16.1-atg-16.2 (CPX-3863) complexes target the autophagic membrane via the atg-5-atg-16.1 and/or atg-5-atg-16.2 complex moieties and then recruits an atg-3:lgg-1 thioester intermediate via the interaction between atg-3 (Q9N369) and atg-12/lgg-3 (Q10931). The ATG12-ATG5 complex (CPX-3864) conjugate facilitates the transfer reaction of lgg-1 (Q09490) from atg-3 to phosphatidylethanolamine (PE) through a reorganization of the catalytic centre of the E2-like enzyme atg-3 (Q9N369). The C-terminal glycine of lgg-1 is then conjugated to the amine moiety of PE. The roles of atg-16.1 (Q19124) and atg-16.2 (Q09406), which have no E3-like activity appears to be to target the ATG12-ATG5 conjugate to the autophagic membranes. lgg-1-PE/ATG12-ATG5 complexes form homogeneous oligomers, comprising two to four subunits. Atg-16.1 and/or atg-16.2 may then act to reorganize lgg-1-PE/ATG12-ATG5 oligomers to form a continuous, flat protein layer with meshwork-like architecture on membranes. 	-	-	-	-	-	-	-	psi-mi:"MI:0486"(UniProt)	Q09406(0)|Q10931(0)|Q3V5I7(0)
CPX-3881	arr-1-mpz-1-daf-18 complex	-	6239	G5ECZ8(0)|G5EE01(0)|P51485(0)	ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion)	-	GO:0046628(positive regulation of insulin receptor signaling pathway)|GO:0062049(protein phosphatase inhibitor complex)|GO:0019212(phosphatase inhibitor activity)	qsproteome:QS134410(identity)|complex portal:CPX-3881(complex-primary)|intenz:3.1.3.67(identity)|pubmed:20207731(see-also)	Signalling complex that positively regulates the insulin-like daf-2 (Q968Y9) signaling pathway to control the phosphorylation and intracellular localisation of the forkhead transcription factor FOXO/daf-16 (O16850). Formation of the complex probably inhibits the phosphatase activity of PTEN/daf-18 (G5EE01). The complex may play a role in the regulation of lifespan.	-	-	-	-	-	-	-	psi-mi:"MI:0486"(UniProt)	G5ECZ8(0)|G5EE01(0)|P51485(0)
CPX-3882	daf-16-ftt-2 complex	-	6239	O16850(0)|Q20655(0)	ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion)	-	GO:0140311(protein sequestering activity)|GO:0010629(negative regulation of gene expression)|GO:0005737(cytoplasm)	qsproteome:QS117647(identity)|complex portal:CPX-3882(complex-primary)|pubmed:17098225(see-also)|pubmed:16860373(see-also)|pubmed:16777605(see-also)	The complex functions in the insulin-like daf-2 (Q968Y9) signaling pathway to negatively regulate the transcriptional activity of the forkhead transcription factor FOXO/daf-16 (O16850). Binding of fft-2 (Q20655) to daf-16 sequesters daf-16 to the cytoplasm. This negatively regulates the expression of daf-16 target genes which are involved in a range of processes including apoptosis, the oxidative stress response, DNA repair and metabolism.	-	-	-	-	-	-	-	psi-mi:"MI:0486"(UniProt)	O16850(0)|Q20655(0)
